DTCCode,Description
P2724,"Pressure Control Solenoid ""E"" Stuck On"
P2725,"Pressure Control Solenoid ""E"" Electrical"
P2726,"Pressure Control Solenoid ""E"" Intermittent"
P2727,"Pressure Control Solenoid ""E"" Control Circuit/Open"
P2728,"Pressure Control Solenoid ""E"" Control Circuit Range/Performance"
P2729,"Pressure Control Solenoid ""E"" Control Circuit Low"
P2730,"Pressure Control Solenoid ""E"" Control Circuit High"
P2731,"Pressure Control Solenoid ""F"""
P2732,"Pressure Control Solenoid ""F"" Performance/Stuck Off"
P2733,"Pressure Control Solenoid ""F"" Stuck On"
P2734,"Pressure Control Solenoid ""F"" Electrical"
P2735,"Pressure Control Solenoid ""F"" Intermittent"
P2736,"Pressure Control Solenoid ""F"" Control Circuit/Open"
P2737,"Pressure Control Solenoid ""F"" Control Circuit Range/Performance"
P2738,"Pressure Control Solenoid ""F"" Control Circuit Low"
P2739,"Pressure Control Solenoid ""F"" Control Circuit High"
P273A,"Transmission Friction Element ""G"" Apply Time Range/Performance"
P273B,"Transmission Friction Element ""H"" Apply Time Range/Performance"
P2740,"Transmission Fluid Temperature Sensor ""B"" Circuit"""
P2741,"Transmission Fluid Temperature Sensor ""B"" Circuit"
P2742,"Transmission Fluid Temperature Sensor ""B"" Circuit Low"
P2743,"Transmission Fluid Temperature Sensor ""B"" Circuit High"
P2744,"Transmission Fluid Temperature Sensor ""B"" Circuit Intermittent"
P2745,"Intermediate Shaft Speed Sensor ""B"" Circuit"
P2746,"Intermediate Shaft Speed Sensor ""B"" Circuit Range/Performance"
P2747,"Intermediate Shaft Speed Sensor ""B"" Circuit no Signal"
P2748,"Intermediate Shaft Speed Sensor ""B"" Circuit Intermittent"
P2749,"Intermediate Shaft Speed Sensor ""C"" Circuit"
P2750,"Intermediate Shaft Speed Sensor ""C"" Circuit Range/Performance"
P2751,"Intermediate Shaft Speed Sensor ""C"" Circuit no Signal"
P2752,"Intermediate Shaft Speed Sensor ""C"" Circuit Intermittent"
P2753,Transmission Fluid Cooler Control Circuit/Open
P2754,Transmission Fluid Cooler Control Circuit Low
P2755,Transmission Fluid Cooler Control Circuit High
P2756,Torque Converter Clutch Pressure Control Solenoid
P2757,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2758,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2759,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2760,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2761,Torque Converter Clutch Pressure Control Solenoid Control
P2762,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2763,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2764,Torque Converter Clutch Pressure Control Solenoid Control Circuit
P2765,"Input/Turbine Speed Sensor ""B"" Circuit"
P2766,"Input/Turbine Speed Sensor ""B"" Circuit Range/Performance"
P2767,"Input/Turbine Speed Sensor ""B"" Circuit no Signal"
P2768,"Input/Turbine Speed Sensor ""B"" Circuit Intermittent"
P2769,Torque Converter Clutch Circuit Low
P2770,Torque Converter Clutch Circuit High
P2771,Four Wheel Drive (4WD) Low Switch Circuit
P2772,Four Wheel Drive (4WD) Low Switch Circuit Range/Performance
P2773,Four Wheel Drive (4WD) Low Switch Circuit Low
P2774,Four Wheel Drive (4WD) Low Switch Circuit High
P2775,Upshift Switch Circuit Range/Performance
P2776,Upshift Switch Circuit Low
P2777,Upshift Switch Circuit High
P2778,Upshift Switch Circuit Intermittent/Erratic
P2779,Downshift Switch Circuit Range/Performance
P2780,Downshift Switch Circuit Low
P2781,Downshift Switch Circuit High
P2782,Downshift Switch Circuit Intermittent/Erratic
P2783,Torque Converter Temperature Too High
P2784,"Input/Turbine Speed Sensor ""A""/""B"" Correlation"
P2785,Clutch Actuator Temperature Too High
P2786,Gear Shift Actuator Temperature Too High
P2787,Clutch Temperature Too High
P2788,Auto Shift Manual Adaptive Learning at Limit
P2789,"Clutch ""A"" Adaptive Learning at Limit"
P278A,Kick Down Switch Circuit
P278B,Kick Down Switch Circuit Range/Performance
P278C,Kick Down Switch Circuit Low
P278D,Kick Down Switch Circuit High
P278E,Kick Down Switch Circuit Intermittent/Erratic
P278F,"Clutch ""B"" Adaptive Learning at Limit"
P2790,Gate Select Direction Circuit
P2791,Gate Select Direction Circuit Low
P2792,Gate Select Direction Circuit High
P2793,Gear Shift Direction Circuit
P2794,Gear Shift Direction Circuit Low
P2795,Gear Shift Direction Circuit High
P2796,AUXILIARY Transmission Fluid Pump Control Circuit/Open
P2797,AUXILIARY Transmission Fluid Pump Performance
P2798,AUXILIARY Transmission Fluid Pump Control Circuit Low
P2799,AUXILIARY Transmission Fluid Pump Control Circuit High
P279A,Transfer Case Gear High Incorrect Ratio
P279B,Transfer Case Gear Low Incorrect Ratio
P279C,Transfer Case Gear Neutral Incorrect Ratio
P279D,Four Wheel Drive (4WD) Range Signal Circuit
P279E,Four Wheel Drive (4WD) Range Signal Circuit Range/Performance
P279F,Four Wheel Drive (4WD) Range Signal Circuit Low
P27A0,Four Wheel Drive (4WD) Range Signal Circuit High
P2800,"Transmission Range Sensor ""B"" Circuit (PRNDL Input)"
P2801,"Transmission Range Sensor ""B"" Circuit Range/Performance"
P2802,"Transmission Range Sensor ""B"" Circuit Low"
P2803,"Transmission Range Sensor ""B"" Circuit High"
P2804,"Transmission Range Sensor ""B"" Circuit Intermittent"
P2805,"Transmission Range Sensor ""A""/""B"" Correlation"
P2806,Transmission Range Sensor Alignment
P2807,"Pressure Control Solenoid ""G"""
P2808,"Pressure Control Solenoid ""G"" Performance/Stuck Off"
P2809,"Pressure Control Solenoid ""G"" Stuck On"
P280A,"Transmission Range Sensor ""A"" Circuit not Learned"
P280B,"Transmission Range Sensor ""B"" Circuit not Learned"
P2810,"Pressure Control Solenoid ""G"" Electrical"
P2811,"Pressure Control Solenoid ""G"" Intermittent"
P2812,"Pressure Control Solenoid ""G"" Control Circuit/Open"
P2813,"Pressure Control Solenoid ""G"" Control Circuit Range/Performance"
P2814,"Pressure Control Solenoid ""G"" Control Circuit Low"
P2815,"Pressure Control Solenoid ""G"" Control Circuit High"
P2816,"Pressure Control Solenoid ""H"""
P2817,"Pressure Control Solenoid ""H"" Performance/Stuck Off"
P2818,"Pressure Control Solenoid ""H"" Stuck On"
P2819,"Pressure Control Solenoid ""H"" Electrical"
P281A,"Pressure Control Solenoid ""H"" Intermittent"
P281B,"Pressure Control Solenoid ""H"" Control Circuit/Open"
P281C,"Pressure Control Solenoid ""H"" Control Circuit Range/Performance"
P281D,"Pressure Control Solenoid ""H"" Control Circuit Low"
P281E,"Pressure Control Solenoid ""H"" Control Circuit High"
P281F,"Pressure Control Solenoid ""J"""
P2820,"Pressure Control Solenoid ""J"" Performance/Stuck Off"
P2821,"Pressure Control Solenoid ""J"" Stuck On"
P2822,"Pressure Control Solenoid ""J"" Electrical"
P2823,"Pressure Control Solenoid ""J"" Intermittent"
P2824,"Pressure Control Solenoid ""J"" Control Circuit/Open"
P2825,"Pressure Control Solenoid ""J"" Control Circuit Range/Performance"
P2826,"Pressure Control Solenoid ""J"" Control Circuit Low"
P2827,"Pressure Control Solenoid ""J"" Control Circuit High"
P2828,"Pressure Control Solenoid ""K"""
P2829,"Pressure Control Solenoid ""K"" Performance/Stuck Off"
P282A,"Pressure Control Solenoid ""K"" Stuck On"
P282B,"Pressure Control Solenoid ""K"" Electrical"
P282C,"Pressure Control Solenoid ""K"" Intermittent"
P282D,"Pressure Control Solenoid ""K"" Control Circuit/Open"
P282E,"Pressure Control Solenoid ""K"" Control Circuit Range/Performance"
P282F,"Pressure Control Solenoid ""K"" Control Circuit Low"
P2830,"Pressure Control Solenoid ""K"" Control Circuit High"
P2831,"Shift Fork ""A"" Position Circuit"
P2832,"Shift Fork ""A"" Position Circuit Range/Performance"
P2833,"Shift Fork ""A"" Position Circuit Low"
P2834,"Shift Fork ""A"" Position Circuit High"
P2835,"Shift Fork ""A"" Position Circuit Intermittent"
P2836,"Shift Fork ""B"" Position Circuit"
P2837,"Shift Fork ""B"" Position Circuit Range/Performance"
P2838,"Shift Fork ""B"" Position Circuit Low"
P2839,"Shift Fork ""B"" Position Circuit High"
P283A,"Shift Fork ""B"" Position Circuit Intermittent"
P283B,"Shift Fork ""C"" Position Circuit"
P283C,"Shift Fork ""C"" Position Circuit Range/Performance"
P283D,"Shift Fork ""C"" Position Circuit Low"
P283E,"Shift Fork ""C"" Position Circuit High"
P283F,"Shift Fork ""C"" Position Circuit Intermittent"
P2840,"Shift Fork ""D"" Position Circuit"
P2841,"Shift Fork ""D"" Position Circuit Range/Performance"
P2842,"Shift Fork ""D"" Position Circuit Low"
P2843,"Shift Fork ""D"" Position Circuit High"
P2844,"Shift Fork ""D"" Position Circuit Intermittent"
P2845,"Shift Fork ""A"" Position Sensor Incorrect Neutral Position Indicated"
P2846,"Shift Fork ""B"" Position Sensor Incorrect Neutral Position Indicated"
P2847,"Shift Fork ""C"" Position Sensor Incorrect Neutral Position Indicated"
P2848,"Shift Fork ""D"" Position Sensor Incorrect Neutral Position Indicated"
P2849,"Shift Fork ""A"" Stuck"
P284A,"Shift Fork ""B"" Stuck"
P284B,"Shift Fork ""C"" Stuck"
P284C,"Shift Fork ""D"" Stuck"
P284D,"Shift Fork ""A"" Unrequested Movement"
P284E,"Shift Fork ""B"" Unrequested Movement"
P284F,"Shift Fork ""C"" Unrequested Movement"
P2850,"Shift Fork ""D"" Unrequested Movement"
P2851,"Shift Fork Position Sensor ""A""/""B"" Correlation"
P2852,"Shift Fork Position Sensor ""C""/""D"" Correlation"
P2853,"Clutch ""A"" Pressure Discharge Performance"
P2854,"Clutch ""B"" Pressure Discharge Performance"
P2855,"Clutch ""A"" Pressure Charge Performance"
P2856,"Clutch ""B"" Pressure Charge Performance"
P2857,"Clutch ""A"" Pressure Engagement Performance"
P2858,"Clutch ""B"" Pressure Engagement Performance"
P2859,"Clutch ""A"" Pressure Disengagement Performance"
P285A,"Clutch ""B"" Pressure Disengagement Performance"
P3000,Manufacturer Controlled DTC
P3100,Manufacturer Controlled DTC
P3200,Manufacturer Controlled DTC
P3300,Manufacturer Controlled DTC
P3400,Cylinder Deactivation System
P3401,Cylinder 1 Deactivation/Intake Valve Control Circuit/Open
P3402,Cylinder 1 Deactivation/Intake Valve Control Circuit Performance
P3403,Cylinder 1 Deactivation/Intake Valve Control Circuit Low
P3404,Cylinder 1 Deactivation/Intake Valve Control Circuit High
P3405,Cylinder 1 Exhaust Valve Control Circuit/Open
P3406,Cylinder 1 Exhaust Valve Control Circuit Performance
P3407,Cylinder 1 Exhaust Valve Control Circuit Low
P3408,Cylinder 1 Exhaust Valve Control Circuit High
P3409,Cylinder 2 Deactivation/Intake Valve Control Circuit/Open
P3410,Cylinder 2 Deactivation/Intake Valve Control Circuit Performance
P3411,Cylinder 2 Deactivation/Intake Valve Control Circuit Low
P3412,Cylinder 2 Deactivation/Intake Valve Control Circuit High
P3413,Cylinder 2 Exhaust Valve Control Circuit/Open
P3414,Cylinder 2 Exhaust Valve Control Circuit Performance
P3415,Cylinder 2 Exhaust Valve Control Circuit Low
P3416,Cylinder 2 Exhaust Valve Control Circuit High
P3417,Cylinder 3 Deactivation/Intake Valve Control Circuit/Open
P3418,Cylinder 3 Deactivation/Intake Valve Control Circuit Performance
P3419,Cylinder 3 Deactivation/Intake Valve Control Circuit Low
P3420,Cylinder 3 Deactivation/Intake Valve Control Circuit High
P3421,Cylinder 3 Exhaust Valve Control Circuit/Open
P3422,Cylinder 3 Exhaust Valve Control Circuit Performance
P3423,Cylinder 3 Exhaust Valve Control Circuit Low
P3424,Cylinder 3 Exhaust Valve Control Circuit High
P3425,Cylinder 4 Deactivation/Intake Valve Control Circuit/Open
P3426,Cylinder 4 Deactivation/Intake Valve Control Circuit Performance
P3427,Cylinder 4 Deactivation/Intake Valve Control Circuit Low
P3428,Cylinder 4 Deactivation/Intake Valve Control Circuit High
P3429,Cylinder 4 Exhaust Valve Control Circuit/Open
P3430,Cylinder 4 Exhaust Valve Control Circuit Performance
P3431,Cylinder 4 Exhaust Valve Control Circuit Low
P3432,Cylinder 4 Exhaust Valve Control Circuit High
P3433,Cylinder 5 Deactivation/Intake Valve Control Circuit/Open
P3434,Cylinder 5 Deactivation/Intake Valve Control Circuit Performance
P3435,Cylinder 5 Deactivation/Intake Valve Control Circuit Low
P3436,Cylinder 5 Deactivation/Intake Valve Control Circuit High
P3437,Cylinder 5 Exhaust Valve Control Circuit/Open
P3438,Cylinder 5 Exhaust Valve Control Circuit Performance
P3439,Cylinder 5 Exhaust Valve Control Circuit Low
P3440,Cylinder 5 Exhaust Valve Control Circuit High
P3441,Cylinder 6 Deactivation/Intake Valve Control Circuit/Open
P3442,Cylinder 6 Deactivation/Intake Valve Control Circuit Performance
P3443,Cylinder 6 Deactivation/Intake Valve Control Circuit Low
P3444,Cylinder 6 Deactivation/Intake Valve Control Circuit High
P3445,Cylinder 6 Exhaust Valve Control Circuit/Open
P3446,Cylinder 6 Exhaust Valve Control Circuit Performance
P3447,Cylinder 6 Exhaust Valve Control Circuit Low
P3448,Cylinder 6 Exhaust Valve Control Circuit High
P3449,Cylinder 7 Deactivation/Intake Valve Control Circuit/Open
P3450,Cylinder 7 Deactivation/Intake Valve Control Circuit Performance
P3451,Cylinder 7 Deactivation/Intake Valve Control Circuit Low
P3452,Cylinder 7 Deactivation/Intake Valve Control Circuit High
P3453,Cylinder 7 Exhaust Valve Control Circuit/Open
P3454,Cylinder 7 Exhaust Valve Control Circuit Performance
P3455,Cylinder 7 Exhaust Valve Control Circuit Low
P3456,Cylinder 7 Exhaust Valve Control Circuit High
P3457,Cylinder 8 Deactivation/Intake Valve Control Circuit/Open
P3458,Cylinder 8 Deactivation/Intake Valve Control Circuit Performance
P3459,Cylinder 8 Deactivation/Intake Valve Control Circuit Low
P3460,Cylinder 8 Deactivation/Intake Valve Control Circuit High
P3461,Cylinder 8 Exhaust Valve Control Circuit/Open
P3462,Cylinder 8 Exhaust Valve Control Circuit Performance
P3463,Cylinder 8 Exhaust Valve Control Circuit Low
P3464,Cylinder 8 Exhaust Valve Control Circuit High
P3465,Cylinder 9 Deactivation/Intake Valve Control Circuit/Open
P3466,Cylinder 9 Deactivation/Intake Valve Control Circuit Performance
P3467,Cylinder 9 Deactivation/Intake Valve Control Circuit Low
P3468,Cylinder 9 Deactivation/Intake Valve Control Circuit High
P3469,Cylinder 9 Exhaust Valve Control Circuit/Open
P3470,Cylinder 9 Exhaust Valve Control Circuit Performance
P3471,Cylinder 9 Exhaust Valve Control Circuit Low
P3472,Cylinder 9 Exhaust Valve Control Circuit High
P3473,Cylinder 10 Deactivation/Intake Valve Control Circuit/Open
P3474,Cylinder 10 Deactivation/Intake Valve Control Circuit Performance
P3475,Cylinder 10 Deactivation/Intake Valve Control Circuit Low
P3476,Cylinder 10 Deactivation/Intake Valve Control Circuit High
P3477,Cylinder 10 Exhaust Valve Control Circuit/Open
P3478,Cylinder 10 Exhaust Valve Control Circuit Performance
P3479,Cylinder 10 Exhaust Valve Control Circuit Low
P3480,Cylinder 10 Exhaust Valve Control Circuit High
P3481,Cylinder 11 Deactivation/Intake Valve Control Circuit/Open
P3482,Cylinder 11 Deactivation/Intake Valve Control Circuit Performance
P3483,Cylinder 11 Deactivation/Intake Valve Control Circuit Low
P3484,Cylinder 11 Deactivation/Intake Valve Control Circuit High
P3485,Cylinder 11 Exhaust Valve Control Circuit/Open
P3486,Cylinder 11 Exhaust Valve Control Circuit Performance
P3487,Cylinder 11 Exhaust Valve Control Circuit Low
P3488,Cylinder 11 Exhaust Valve Control Circuit High
P3489,Cylinder 12 Deactivation/Intake Valve Control Circuit/Open
P3490,Cylinder 12 Deactivation/Intake Valve Control Circuit Performance
P3491,Cylinder 12 Deactivation/Intake Valve Control Circuit Low
P3492,Cylinder 12 Deactivation/Intake Valve Control Circuit High
P3493,Cylinder 12 Exhaust Valve Control Circuit/Open
P3494,Cylinder 12 Exhaust Valve Control Circuit Performance
P3495,Cylinder 12 Exhaust Valve Control Circuit Low
P3496,Cylinder 12 Exhaust Valve Control Circuit High
P3497,Cylinder Deactivation System
P3500,Reserved For Future Use
P3600,Reserved For Future Use
P3700,Reserved For Future Use
P3800,Reserved For Future Use
P3900,Reserved For Future Use
P3A00,Reserved For Future Use
P3B00,Reserved For Future Use
P3C00,Reserved For Future Use
P3D00,Reserved For Future Use
P3E00,Reserved For Future Use
P3F00,Reserved For Future Use
P0B00,AUXILIARY Transmission Fluid Pump Motor Phase U Current
P0B01,AUXILIARY Transmission Fluid Pump Motor Phase U Current Low
P0B02,AUXILIARY Transmission Fluid Pump Motor Phase U Current High
P0B03,AUXILIARY Transmission Fluid Pump Motor Phase V Current
P0B04,AUXILIARY Transmission Fluid Pump Motor Phase V Current Low
P0B05,AUXILIARY Transmission Fluid Pump Motor Phase V Current High
P0B06,AUXILIARY Transmission Fluid Pump Motor Phase W Current
P0B07,AUXILIARY Transmission Fluid Pump Motor Phase W Current Low
P0B08,AUXILIARY Transmission Fluid Pump Motor Phase W Current High
P0B09,AUXILIARY Transmission Fluid Pump Motor Supply Voltage
P0B0A,AUXILIARY Transmission Fluid Pump Motor Supply Voltage Circuit
P0B0B,AUXILIARY Transmission Fluid Pump Motor Supply Voltage Circuit
P0B0C,AUXILIARY Transmission Fluid Pump Hydraulic Leakage
P0B0D,AUXILIARY Transmission Fluid Pump Motor Control Module
